classification,productId,productName,insurer,supportStatus,economicsStatus,kernel,calculatorCoverage,reviewCoverage,templateCoverage,matchedCalculatorNeedle,matchedReviewNeedle,matchedTemplateNeedle
covered,etiqa-invest-vista,Invest vista,Etiqa,supported,supported,kernel:current-death-benefit-estimate,true,true,true,etiqa-invest-vista + death benefit today,invest vista + death benefit today,etiqa-invest-vista + kernel:current-death-benefit-estimate
covered,etiqa-invest-vista,Invest vista,Etiqa,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,invest vista + ti benefit today,invest vista + ti benefit today,etiqa-invest-vista + kernel:current-ti-benefit-estimate
covered,etiqa-invest-wealth-purpose,Invest Wealth Purpose,Etiqa,supported,supported,kernel:current-death-benefit-estimate,true,true,true,etiqa-invest-wealth-purpose + death benefit today,invest wealth purpose + death benefit today,etiqa-invest-wealth-purpose + kernel:current-death-benefit-estimate
covered,etiqa-invest-wealth-purpose,Invest Wealth Purpose,Etiqa,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,etiqa-invest-wealth-purpose + ti benefit today,invest wealth purpose + ti benefit today,etiqa-invest-wealth-purpose + kernel:current-ti-benefit-estimate
covered,great-eastern-investment-linked-insurance-plan-2,Investment-linked Insurance Plan 2,Great Eastern,supported,supported,kernel:current-death-benefit-estimate,true,true,true,great-eastern-investment-linked-insurance-plan-2 + death benefit today,investment-linked insurance plan 2 + death benefit today,great-eastern-investment-linked-insurance-plan-2 + kernel:current-death-benefit-estimate
covered,great-eastern-investment-linked-insurance-plan-2,Investment-linked Insurance Plan 2,Great Eastern,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,great-eastern-investment-linked-insurance-plan-2 + ti benefit today,investment-linked insurance plan 2 + ti benefit today,great-eastern-investment-linked-insurance-plan-2 + kernel:current-ti-benefit-estimate
covered,great-eastern-investment-linked-insurance-plan-2,Investment-linked Insurance Plan 2,Great Eastern,supported,supported,kernel:current-tpd-benefit-estimate,true,true,true,great-eastern-investment-linked-insurance-plan-2 + tpd benefit today,investment-linked insurance plan 2 + tpd benefit today,great-eastern-investment-linked-insurance-plan-2 + kernel:current-tpd-benefit-estimate
covered,income-legacy-flex-solitaire,Legacy Flex Solitaire (VA3S / VA3R),Income Insurance,supported,supported,kernel:current-death-benefit-estimate,true,true,true,legacy flex solitaire (va3s / va3r) + death benefit today,legacy flex solitaire (va3s / va3r) + death benefit today,income-legacy-flex-solitaire + kernel:current-death-benefit-estimate
covered,income-legacy-flex-solitaire,Legacy Flex Solitaire (VA3S / VA3R),Income Insurance,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,legacy flex solitaire (va3s / va3r) + ti benefit today,legacy flex solitaire (va3s / va3r) + terminal-illness benefit estimate,income-legacy-flex-solitaire + kernel:current-ti-benefit-estimate
covered,manulife-manuinvest-duo,ManuInvest Duo,Manulife Singapore,supported,supported,kernel:current-death-benefit-estimate,true,true,true,manulife-manuinvest-duo + current death-benefit estimate,manuinvest duo + death benefit today,manulife-manuinvest-duo + kernel:current-death-benefit-estimate
covered,manulife-manuinvest-duo,ManuInvest Duo,Manulife Singapore,supported,supported,kernel:current-residual-death-benefit-after-ti-estimate,true,true,true,manulife-manuinvest-duo + residual death benefit after a ti claim today,manuinvest duo + death benefit after ti claim today,manulife-manuinvest-duo + kernel:current-residual-death-benefit-after-ti-estimate
covered,manulife-manuinvest-duo,ManuInvest Duo,Manulife Singapore,supported,supported,kernel:current-residual-death-benefit-after-tpd-estimate,true,true,true,manulife-manuinvest-duo + residual death benefit after a tpd claim today,manuinvest duo + current residual death-benefit estimate after a tpd claim today,manulife-manuinvest-duo + kernel:current-residual-death-benefit-after-tpd-estimate
covered,manulife-manuinvest-duo,ManuInvest Duo,Manulife Singapore,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,manulife-manuinvest-duo + ti benefit today,manuinvest duo + terminal-illness benefit estimate,manulife-manuinvest-duo + kernel:current-ti-benefit-estimate
covered,manulife-manuinvest-duo,ManuInvest Duo,Manulife Singapore,supported,supported,kernel:current-tpd-benefit-estimate,true,true,true,manulife-manuinvest-duo + tpd benefit today,manuinvest duo + current tpd benefit estimate,manulife-manuinvest-duo + kernel:current-tpd-benefit-estimate
covered,manulife-investready-iii,Manulife InvestReady (III),Manulife Singapore,supported,supported,kernel:current-death-benefit-estimate,true,true,true,manulife-investready-iii + current death-benefit estimate,manulife investready + current-state death-benefit estimate,manulife investready (iii) + kernel:current-death-benefit-estimate
covered,manulife-investready-iii-sep-2025,Manulife InvestReady (III),Manulife Singapore,supported,supported,kernel:current-death-benefit-estimate,true,true,true,manulife investready (iii) + death benefit today,manulife investready + current-state death-benefit estimate,manulife investready (iii) + kernel:current-death-benefit-estimate
covered,manulife-investready-iii,Manulife InvestReady (III),Manulife Singapore,supported,supported,kernel:current-residual-death-benefit-after-ti-estimate,true,true,true,manulife-investready-iii + residual death benefit after a ti claim today,manulife investready + death benefit after ti claim today,manulife investready (iii) + kernel:current-residual-death-benefit-after-ti-estimate
covered,manulife-investready-iii-sep-2025,Manulife InvestReady (III),Manulife Singapore,supported,supported,kernel:current-residual-death-benefit-after-ti-estimate,true,true,true,manulife investready + residual death benefit after a ti claim today,manulife investready + death benefit after ti claim today,manulife investready (iii) + kernel:current-residual-death-benefit-after-ti-estimate
covered,manulife-investready-iii,Manulife InvestReady (III),Manulife Singapore,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,manulife-investready-iii + ti benefit today,manulife investready + terminal-illness benefit estimate,manulife investready (iii) + kernel:current-ti-benefit-estimate
covered,manulife-investready-iii-sep-2025,Manulife InvestReady (III),Manulife Singapore,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,manulife investready + ti benefit today,manulife investready + terminal-illness benefit estimate,manulife investready (iii) + kernel:current-ti-benefit-estimate
covered,manulife-investready-growth,Manulife InvestReady Growth,Manulife Singapore,supported,supported,kernel:current-death-benefit-estimate,true,true,true,manulife-investready-growth + death benefit today,manulife investready growth + current-state death-benefit estimate,manulife-investready-growth + kernel:current-death-benefit-estimate
covered,manulife-investready-growth,Manulife InvestReady Growth,Manulife Singapore,supported,supported,kernel:current-residual-death-benefit-after-ti-estimate,true,true,true,manulife-investready-growth + residual death benefit after a ti claim today,manulife investready growth + death benefit after ti claim today,manulife-investready-growth + kernel:current-residual-death-benefit-after-ti-estimate
covered,manulife-investready-growth,Manulife InvestReady Growth,Manulife Singapore,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,manulife-investready-growth + ti benefit today,manulife investready growth + terminal-illness benefit estimate,manulife-investready-growth + kernel:current-ti-benefit-estimate
covered,manulife-smartretire-v-income,Manulife SmartRetire (V) - Income,Manulife Singapore,supported,supported,kernel:current-death-benefit-estimate,true,true,true,manulife smartretire (v) - income + current death-benefit estimate,manulife smartretire (v) - income + death benefit today,manulife smartretire (v) - income + kernel:current-death-benefit-estimate
covered,manulife-smartretire-v-sum,Manulife SmartRetire (V) - Sum,Manulife Singapore,supported,supported,kernel:current-death-benefit-estimate,true,true,true,manulife smartretire (v) - sum + current death-benefit estimate,manulife smartretire (v) - sum + death benefit today,manulife smartretire (v) - sum + kernel:current-death-benefit-estimate
covered,manulife-manulink-investor-ii,Manulink Investor (II),Manulife Singapore,supported,supported,kernel:current-death-benefit-estimate,true,true,true,manulife-manulink-investor-ii + death benefit today,manulink investor (ii) + death benefit today,manulife-manulink-investor-ii + kernel:current-death-benefit-estimate
covered,manulife-manulink-investor-ii,Manulink Investor (II),Manulife Singapore,supported,supported,kernel:current-residual-death-benefit-after-ti-estimate,true,true,true,manulife-manulink-investor-ii + residual death benefit after a ti claim today,manulink investor (ii) + death benefit after ti claim today,manulife-manulink-investor-ii + kernel:current-residual-death-benefit-after-ti-estimate
covered,manulife-manulink-investor-ii,Manulink Investor (II),Manulife Singapore,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,manulife-manulink-investor-ii + ti benefit today,manulink investor (ii) + terminal-illness benefit estimate,manulife-manulink-investor-ii + kernel:current-ti-benefit-estimate
covered,great-eastern-prestige-legacy-advantage,Prestige Legacy Advantage,Great Eastern,supported,supported,kernel:current-death-benefit-estimate,true,true,true,great-eastern-prestige-legacy-advantage + death benefit today,prestige legacy advantage + current-state death-benefit estimate,great-eastern-prestige-legacy-advantage + kernel:current-death-benefit-estimate
covered,great-eastern-prestige-legacy-advantage,Prestige Legacy Advantage,Great Eastern,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,great-eastern-prestige-legacy-advantage + ti benefit today,prestige legacy advantage + ti benefit today,great-eastern-prestige-legacy-advantage + kernel:current-ti-benefit-estimate
covered,great-eastern-prestige-portfolio,Prestige Portfolio,Great Eastern,supported,supported,kernel:current-accidental-death-benefit-estimate,true,true,true,great-eastern-prestige-portfolio + accidental death benefit today,prestige portfolio + accidental death benefit today,great-eastern-prestige-portfolio + kernel:current-accidental-death-benefit-estimate
covered,great-eastern-prestige-portfolio,Prestige Portfolio,Great Eastern,supported,supported,kernel:current-death-benefit-estimate,true,true,true,great-eastern-prestige-portfolio + death benefit today,prestige portfolio + current-state death-benefit estimate,great-eastern-prestige-portfolio + kernel:current-death-benefit-estimate
covered,prudential-pruactive-linkguard,PRUActive LinkGuard,Prudential,supported,supported,kernel:current-death-benefit-estimate,true,true,true,prudential-pruactive-linkguard + death benefit today,pruactive linkguard + death benefit today,prudential-pruactive-linkguard + kernel:current-death-benefit-estimate
covered,prudential-pruactive-linkguard,PRUActive LinkGuard,Prudential,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,prudential-pruactive-linkguard + ti benefit today,pruactive linkguard + ti benefit today,prudential-pruactive-linkguard + kernel:current-ti-benefit-estimate
covered,prudential-pruactive-linkguard,PRUActive LinkGuard,Prudential,supported,supported,kernel:current-tpd-benefit-estimate,true,true,true,prudential-pruactive-linkguard + tpd benefit today,pruactive linkguard + tpd benefit today,prudential-pruactive-linkguard + kernel:current-tpd-benefit-estimate
covered,prudential-prulink-investgrowth,PRULink InvestGrowth,Prudential,supported,supported,kernel:current-death-benefit-estimate,true,true,true,prudential-prulink-investgrowth + death benefit today,prulink investgrowth + death benefit today,prudential-prulink-investgrowth + kernel:current-death-benefit-estimate
covered,prudential-prulink-investgrowth-sp,PRULink InvestGrowth (SP),Prudential,supported,supported,kernel:current-death-benefit-estimate,true,true,true,prudential-prulink-investgrowth-sp + death benefit today,prulink investgrowth (sp) + death benefit today,prudential-prulink-investgrowth-sp + kernel:current-death-benefit-estimate
covered,prudential-pruvantage-assure-sp,PRUVantage Assure (SP),Prudential,supported,supported,kernel:current-accidental-disability-benefit-estimate,true,true,true,pruvantage assure + accidental disability benefit today,pruvantage assure (sp) + accidental disability benefit today,pruvantage assure + kernel:current-accidental-disability-benefit-estimate
covered,prudential-pruvantage-assure-sp,PRUVantage Assure (SP),Prudential,supported,supported,kernel:current-death-benefit-estimate,true,true,true,prudential-pruvantage-assure-sp + death benefit today,pruvantage assure + current-state death-benefit estimate,pruvantage assure + kernel:current-death-benefit-estimate
covered,prudential-pruvantage-assure-ii,PRUVantage Assure II,Prudential,supported,supported,kernel:current-accidental-disability-benefit-estimate,true,true,true,prudential-pruvantage-assure-ii + accidental disability benefit today,pruvantage assure ii + accidental disability benefit today,prudential-pruvantage-assure-ii + kernel:current-accidental-disability-benefit-estimate
covered,prudential-pruvantage-assure-ii,PRUVantage Assure II,Prudential,supported,supported,kernel:current-death-benefit-estimate,true,true,true,prudential-pruvantage-assure-ii + death benefit today,pruvantage assure ii + current-state death-benefit estimate,prudential-pruvantage-assure-ii + kernel:current-death-benefit-estimate
covered,prudential-pruvantage-prosper,PRUVantage Prosper,Prudential,supported,supported,kernel:current-accidental-death-benefit-estimate,true,true,true,prudential-pruvantage-prosper + accidental death benefit today,pruvantage prosper + current accidental-death estimate,prudential-pruvantage-prosper + kernel:current-accidental-death-benefit-estimate
covered,prudential-pruvantage-prosper,PRUVantage Prosper,Prudential,supported,supported,kernel:current-death-benefit-estimate,true,true,true,prudential-pruvantage-prosper + death benefit today,pruvantage prosper + current-state death-benefit estimate,prudential-pruvantage-prosper + kernel:current-death-benefit-estimate
covered,prudential-pruvantage-wealth-ii,PRUVantage Wealth II,Prudential,supported,supported,kernel:current-accidental-death-benefit-estimate,true,true,true,prudential-pruvantage-wealth-ii + accidental death benefit today,pruvantage wealth ii + current accidental-death estimate,prudential-pruvantage-wealth-ii + kernel:current-accidental-death-benefit-estimate
covered,prudential-pruvantage-wealth-ii,PRUVantage Wealth II,Prudential,supported,supported,kernel:current-accidental-disability-benefit-estimate,true,true,true,prudential-pruvantage-wealth-ii + accidental disability benefit today,pruvantage wealth ii + accidental disability benefit today,prudential-pruvantage-wealth-ii + kernel:current-accidental-disability-benefit-estimate
covered,prudential-pruvantage-wealth-ii,PRUVantage Wealth II,Prudential,supported,supported,kernel:current-death-benefit-estimate,true,true,true,prudential-pruvantage-wealth-ii + death benefit today,pruvantage wealth ii + current-state death-benefit estimate,prudential-pruvantage-wealth-ii + kernel:current-death-benefit-estimate
covered,singlife-legacy-invest,Singlife Legacy Invest,Singlife,supported,supported,kernel:current-death-benefit-estimate,true,true,true,singlife-legacy-invest + death benefit today,singlife legacy invest + death benefit today,singlife-legacy-invest + kernel:current-death-benefit-estimate
covered,singlife-legacy-invest,Singlife Legacy Invest,Singlife,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,singlife-legacy-invest + ti benefit today,singlife legacy invest + ti benefit today,singlife-legacy-invest + kernel:current-ti-benefit-estimate
covered,singlife-savvy-invest-ii,Singlife Savvy Invest II,Singlife,supported,supported,kernel:current-death-benefit-estimate,true,true,true,singlife-savvy-invest-ii + death benefit today,singlife savvy invest ii + death benefit today,singlife-savvy-invest-ii + kernel:current-death-benefit-estimate
covered,singlife-savvy-invest-ii,Singlife Savvy Invest II,Singlife,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,singlife-savvy-invest-ii + ti benefit today,singlife savvy invest ii + ti benefit today,singlife-savvy-invest-ii + kernel:current-ti-benefit-estimate
covered,income-snack-investment,SNACK-Investment,Income Insurance,supported,supported,kernel:current-accidental-death-benefit-estimate,true,true,true,income-snack-investment + accidental death benefit today,snack-investment + current accidental-death estimate,income-snack-investment + kernel:current-accidental-death-benefit-estimate
covered,income-snack-investment,SNACK-Investment,Income Insurance,supported,supported,kernel:current-death-benefit-estimate,true,true,true,income-snack-investment + death benefit today,snack-investment + death benefit today,income-snack-investment + kernel:current-death-benefit-estimate
covered,etiqa-tiq-invest,Tiq Invest,Etiqa,supported,supported,kernel:current-death-benefit-estimate,true,true,true,etiqa-tiq-invest + death benefit today,tiq invest + death benefit today,etiqa-tiq-invest + kernel:current-death-benefit-estimate
covered,etiqa-tiq-invest,Tiq Invest,Etiqa,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,etiqa-tiq-invest + ti benefit today,tiq invest + ti benefit today,etiqa-tiq-invest + kernel:current-ti-benefit-estimate
covered,tokio-marine-atlas-wealth,TM Atlas Wealth,Tokio Marine,supported,supported,kernel:current-death-benefit-estimate,true,true,true,tokio-marine-atlas-wealth + death benefit today,tm atlas wealth + death benefit today,tokio-marine-atlas-wealth + kernel:current-death-benefit-estimate
covered,tokio-marine-wealth-enhancer-cpfis,TM Wealth Enhancer (CPFIS),Tokio Marine,supported,supported,kernel:current-death-benefit-estimate,true,true,true,tokio-marine-wealth-enhancer-cpfis + death benefit today,tm wealth enhancer (cpfis) + death benefit today,tokio-marine-wealth-enhancer-cpfis + kernel:current-death-benefit-estimate
covered,hsbc-life-wealth-abundance,Wealth Abundance,HSBC Life,supported,supported,kernel:current-accidental-death-benefit-estimate,true,true,true,hsbc-life-wealth-abundance + accidental death benefit today,wealth abundance + current accidental-death estimate,hsbc-life-wealth-abundance + kernel:current-accidental-death-benefit-estimate
covered,hsbc-life-wealth-abundance,Wealth Abundance,HSBC Life,supported,supported,kernel:current-death-benefit-estimate,true,true,true,hsbc-life-wealth-abundance + death benefit today,wealth abundance + current-state death-benefit estimate,hsbc-life-wealth-abundance + kernel:current-death-benefit-estimate
covered,hsbc-life-wealth-abundance,Wealth Abundance,HSBC Life,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,hsbc-life-wealth-abundance + ti benefit today,wealth abundance + ti benefit today,hsbc-life-wealth-abundance + kernel:current-ti-benefit-estimate
covered,hsbc-life-wealth-accelerate,Wealth Accelerate,HSBC Life,supported,supported,kernel:current-death-benefit-estimate,true,true,true,hsbc-life-wealth-accelerate + death benefit today,wealth accelerate + current-state death-benefit estimate,hsbc-life-wealth-accelerate + kernel:current-death-benefit-estimate
covered,hsbc-life-wealth-accelerate,Wealth Accelerate,HSBC Life,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,hsbc-life-wealth-accelerate + ti benefit today,wealth accelerate + ti benefit today,hsbc-life-wealth-accelerate + kernel:current-ti-benefit-estimate
covered,tokio-marine-wealth-builder-atfuture,Wealth Builder@Future,Tokio Marine,supported,supported,kernel:current-death-benefit-estimate,true,true,true,tokio-marine-wealth-builder-atfuture + death benefit today,wealth builder@future + death benefit today,tokio-marine-wealth-builder-atfuture + kernel:current-death-benefit-estimate
covered,tokio-marine-wealth-flexi,Wealth Flexi,Tokio Marine,supported,supported,kernel:current-death-benefit-estimate,true,true,true,tokio-marine-wealth-flexi + death benefit today,wealth flexi + death benefit today,tokio-marine-wealth-flexi + kernel:current-death-benefit-estimate
covered,tokio-marine-wealth-flexi-link-3-12,Wealth Flexi-Link 3.12,Tokio Marine,supported,supported,kernel:current-accidental-death-benefit-estimate,true,true,true,tokio-marine-wealth-flexi-link-3-12 + accidental death benefit today,wealth flexi-link 3.12 + current accidental-death estimate,tokio-marine-wealth-flexi-link-3-12 + kernel:current-accidental-death-benefit-estimate
covered,tokio-marine-wealth-flexi-link-3-12,Wealth Flexi-Link 3.12,Tokio Marine,supported,supported,kernel:current-death-benefit-estimate,true,true,true,tokio-marine-wealth-flexi-link-3-12 + death benefit today,wealth flexi-link 3.12 + death benefit today,tokio-marine-wealth-flexi-link-3-12 + kernel:current-death-benefit-estimate
covered,tokio-marine-wealth-flexi-link-5-10,Wealth Flexi-Link 5.10,Tokio Marine,supported,supported,kernel:current-accidental-death-benefit-estimate,true,true,true,tokio-marine-wealth-flexi-link-5-10 + accidental death benefit today,wealth flexi-link 5.10 + current accidental-death estimate,tokio-marine-wealth-flexi-link-5-10 + kernel:current-accidental-death-benefit-estimate
covered,tokio-marine-wealth-flexi-link-5-10,Wealth Flexi-Link 5.10,Tokio Marine,supported,supported,kernel:current-death-benefit-estimate,true,true,true,tokio-marine-wealth-flexi-link-5-10 + death benefit today,wealth flexi-link 5.10 + death benefit today,tokio-marine-wealth-flexi-link-5-10 + kernel:current-death-benefit-estimate
covered,hsbc-life-wealth-focus-flexi-1,Wealth Focus (Flexi 1),HSBC Life,supported,supported,kernel:current-accidental-death-benefit-estimate,true,true,true,wealth focus + accidental death benefit today,wealth focus + accidental death benefit today,wealth focus + kernel:current-accidental-death-benefit-estimate
covered,hsbc-life-wealth-focus-flexi-1,Wealth Focus (Flexi 1),HSBC Life,supported,supported,kernel:current-death-benefit-estimate,true,true,true,wealth focus + current death-benefit estimate,wealth focus + death benefit today,wealth focus + kernel:current-death-benefit-estimate
covered,hsbc-life-wealth-focus-flexi-1,Wealth Focus (Flexi 1),HSBC Life,supported,supported,kernel:current-residual-death-benefit-after-ti-estimate,true,true,true,wealth focus + death benefit after ti claim today,wealth focus + death benefit after ti claim today,wealth focus + kernel:current-residual-death-benefit-after-ti-estimate
covered,hsbc-life-wealth-focus-flexi-1,Wealth Focus (Flexi 1),HSBC Life,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,wealth focus + ti benefit today,wealth focus + ti benefit today,wealth focus + kernel:current-ti-benefit-estimate
covered,hsbc-life-wealth-focus-flexi-3,Wealth Focus (Flexi 3),HSBC Life,supported,supported,kernel:current-accidental-death-benefit-estimate,true,true,true,hsbc-life-wealth-focus-flexi-3 + accidental death benefit today,wealth focus (flexi 3) + accidental death benefit today,hsbc-life-wealth-focus-flexi-3 + kernel:current-accidental-death-benefit-estimate
covered,hsbc-life-wealth-focus-flexi-3,Wealth Focus (Flexi 3),HSBC Life,supported,supported,kernel:current-death-benefit-estimate,true,true,true,hsbc-life-wealth-focus-flexi-3 + current death-benefit estimate,wealth focus (flexi 3) + death benefit today,hsbc-life-wealth-focus-flexi-3 + kernel:current-death-benefit-estimate
covered,hsbc-life-wealth-focus-flexi-3,Wealth Focus (Flexi 3),HSBC Life,supported,supported,kernel:current-residual-death-benefit-after-ti-estimate,true,true,true,hsbc-life-wealth-focus-flexi-3 + death benefit after ti claim today,wealth focus (flexi 3) + death benefit after ti claim today,hsbc-life-wealth-focus-flexi-3 + kernel:current-residual-death-benefit-after-ti-estimate
covered,hsbc-life-wealth-focus-flexi-3,Wealth Focus (Flexi 3),HSBC Life,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,hsbc-life-wealth-focus-flexi-3 + ti benefit today,wealth focus (flexi 3) + ti benefit today,hsbc-life-wealth-focus-flexi-3 + kernel:current-ti-benefit-estimate
covered,hsbc-life-wealth-focus-flexi-5,Wealth Focus (Flexi 5),HSBC Life,supported,supported,kernel:current-accidental-death-benefit-estimate,true,true,true,wealth focus + accidental death benefit today,wealth focus + accidental death benefit today,wealth focus + kernel:current-accidental-death-benefit-estimate
covered,hsbc-life-wealth-focus-flexi-5,Wealth Focus (Flexi 5),HSBC Life,supported,supported,kernel:current-death-benefit-estimate,true,true,true,wealth focus + current death-benefit estimate,wealth focus + death benefit today,wealth focus + kernel:current-death-benefit-estimate
covered,hsbc-life-wealth-focus-flexi-5,Wealth Focus (Flexi 5),HSBC Life,supported,supported,kernel:current-residual-death-benefit-after-ti-estimate,true,true,true,wealth focus + death benefit after ti claim today,wealth focus + death benefit after ti claim today,wealth focus + kernel:current-residual-death-benefit-after-ti-estimate
covered,hsbc-life-wealth-focus-flexi-5,Wealth Focus (Flexi 5),HSBC Life,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,wealth focus + ti benefit today,wealth focus + ti benefit today,wealth focus + kernel:current-ti-benefit-estimate
covered,hsbc-life-wealth-harvest,Wealth Harvest,HSBC Life,supported,supported,kernel:current-death-benefit-estimate,true,true,true,hsbc-life-wealth-harvest + death benefit today,wealth harvest + current-state death-benefit estimate,hsbc-life-wealth-harvest + kernel:current-death-benefit-estimate
covered,hsbc-life-wealth-harvest,Wealth Harvest,HSBC Life,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,hsbc-life-wealth-harvest + ti benefit today,wealth harvest + ti benefit today,hsbc-life-wealth-harvest + kernel:current-ti-benefit-estimate
covered,tokio-marine-wealth-max-ii,Wealth Max (II),Tokio Marine,supported,supported,kernel:current-death-benefit-estimate,true,true,true,tokio-marine-wealth-max-ii + death benefit today,wealth max (ii) + death benefit today,tokio-marine-wealth-max-ii + kernel:current-death-benefit-estimate
covered,tokio-marine-wealth-pro-ii,Wealth Pro (II),Tokio Marine,supported,supported,kernel:current-death-benefit-estimate,true,true,true,tokio-marine-wealth-pro-ii + death benefit today,wealth pro (ii) + death benefit today,tokio-marine-wealth-pro-ii + kernel:current-death-benefit-estimate
covered,hsbc-life-wealth-voyage,Wealth Voyage,HSBC Life,supported,supported,kernel:current-accidental-death-benefit-estimate,true,true,true,hsbc-life-wealth-voyage + accidental death benefit today,wealth voyage + current accidental-death estimate,hsbc-life-wealth-voyage + kernel:current-accidental-death-benefit-estimate
covered,hsbc-life-wealth-voyage,Wealth Voyage,HSBC Life,supported,supported,kernel:current-death-benefit-estimate,true,true,true,hsbc-life-wealth-voyage + death benefit today,wealth voyage + current-state death-benefit estimate,hsbc-life-wealth-voyage + kernel:current-death-benefit-estimate
covered,hsbc-life-wealth-voyage,Wealth Voyage,HSBC Life,supported,supported,kernel:current-ti-benefit-estimate,true,true,true,hsbc-life-wealth-voyage + ti benefit today,wealth voyage + ti benefit today,hsbc-life-wealth-voyage + kernel:current-ti-benefit-estimate
covered,income-wealthlink-gl3,WealthLink (GL3),Income Insurance,supported,supported,kernel:current-accidental-death-benefit-estimate,true,true,true,income-wealthlink-gl3 + accidental death benefit today,wealthlink (gl3) + current accidental-death estimate,income-wealthlink-gl3 + kernel:current-accidental-death-benefit-estimate
covered,income-wealthlink-gl3,WealthLink (GL3),Income Insurance,supported,supported,kernel:current-death-benefit-estimate,true,true,true,income-wealthlink-gl3 + death benefit today,wealthlink (gl3) + death benefit today,income-wealthlink-gl3 + kernel:current-death-benefit-estimate
